state,city,avg.list price,avg.price/sqft,avg.days on market
MO,17.Columbia,"$454,000",$154,74
MO,18.Liberty,"$398,500",$159,67
MO,19.Ladue,"$1,249,900",$395,116
MO,20.Wentzville,"$385,000",$184,70
MT,1.Bozeman,"$712,000",—,118
MT,2.Missoula,"$599,450",—,82
MT,3.Billings,"$385,400",—,87
MT,4.Whitefish,"$1,200,000",—,141
MT,5.Kalispell,"$550,000",—,106
MT,6.Helena,"$474,500",—,70
MT,7.Big Sky,"$2,792,500",—,190
MT,8.Great Falls,"$349,000",—,75
MT,9.Livingston,"$525,000",—,80
MT,10.Bigfork,"$1,195,000",—,133
MT,11.Polson,"$619,750",—,152
MT,12.Hamilton,"$429,000",—,89
MT,13.Columbia Falls,"$510,000",—,83
MT,14.Belgrade,"$572,500",—,81
MT,15.Red Lodge,"$549,900",—,173
MT,16.Libby,"$329,000",—,138
MT,17.West Yellowstone,"$879,000",—,214
MT,18.Lakeside,"$900,000",—,162
MT,19.Stevensville,"$479,000",—,85
MT,20.Ennis,"$632,250",—,190
NE,1.Omaha,"$260,000",$151,45
NE,2.Lincoln,"$341,000",$155,50
NE,3.Papillion,"$415,000",$140,40
NE,4.Bellevue,"$312,250",$138,42
NE,5.Gretna,"$772,450",$138,64
NE,6.Bennington,"$345,000",$182,78
NE,7.La Vista,"$365,000",$158,32
NE,8.Kearney,"$315,000",$127,42
NE,9.Grand Island,"$358,000",$122,72
NE,10.Fremont,"$225,000",$132,71
NE,11.Plattsmouth,"$219,000",$131,29
NE,12.Blair,"$355,000",$155,72
NE,13.Scottsbluff,"$217,250",$104,62
NE,14.Waterloo,"$276,500",—,24
NE,15.North Platte,"$177,000",$109,56
NE,16.Nebraska City,"$245,000",$119,46
NE,17.Ralston,"$290,000",$146,32
NE,18.Beatrice,"$249,900",$92,68
NE,19.Ashland,"$422,400",$161,296
NE,20.Norfolk,"$254,500",$113,72
NV,1.Las Vegas,"$449,999",$260,71
NV,2.Henderson,"$545,000",$267,73
NV,3.Reno,"$541,500",$322,83
NV,4.North Las Vegas,"$425,000",$239,67
NV,5.Carson City,"$535,000",$307,82
NV,6.Incline Village,"$1,548,500",$728,140
NV,7.Sparks,"$549,950",$270,67
NV,8.Pahrump,"$418,450",$206,102
NV,9.Summerlin South,"$846,900",$363,84
NV,10.Boulder City,"$439,950",$267,84
NV,11.Gardnerville,"$592,450",$335,96
NV,12.Spring Valley,"$458,000",$260,71
NV,13.Minden,"$589,950",$300,67
NV,14.Mesquite,"$431,494",$221,89
NV,15.Laughlin,"$229,995",$190,89
NV,16.Enterprise,"$509,903",$258,70
NV,17.Paradise,"$400,000",$257,89
NV,18.Stateline,"$2,490,000",—,166
NV,19.Fernley,"$414,950",$236,81
NV,20.Dayton,"$469,950",$257,64
NH,1.Nashua,"$507,450",$272,36
NH,2.Salem,"$609,000",$353,41
NH,3.Portsmouth,"$935,000",$604,90
NH,4.Manchester,"$449,900",$258,42
NH,5.Derry,"$375,000",$292,37
NH,6.Londonderry,"$564,003",$240,79
NH,7.Hudson,"$519,900",$320,53
NH,8.Concord,"$522,400",$230,54
NH,9.Dover,"$625,000",$332,57
NH,10.Exeter,"$494,900",$328,70
NH,11.Hampton,"$539,900",$508,76
NH,12.Amherst,"$573,000",$224,40
NH,13.Laconia,"$549,900",$272,90
NH,14.Keene,"$375,000",$192,47
NH,15.North Conway,"$622,000",$361,84
NH,16.Hanover,"$1,747,500",$426,51
NH,17.Rochester,"$399,900",$257,39
NH,18.Goffstown,"$636,950",$326,61
NH,19.Hooksett,"$472,500",$246,37
NH,20.Meredith,"$759,900",$430,86
NJ,1.Jersey City,"$710,000",$573,82
NJ,2.Montclair,"$1,699,950",$550,52
NJ,3.Princeton,"$1,969,250",$526,88
NJ,4.Hoboken,"$1,099,000",$798,54
NJ,5.Edison,"$612,450",$367,78
NJ,6.Ridgewood,"$1,175,000",$458,57
NJ,7.Fort Lee,"$507,500",$439,78
NJ,8.Newark,"$619,000",$246,76
NJ,9.Summit,"$1,387,000",$607,53
NJ,10.Paramus,"$1,249,500",$452,68
NJ,11.Clifton,"$559,500",$394,62
NJ,12.Westfield,"$1,650,000",$449,81
NJ,13.Bridgewater,"$537,500",$372,44
NJ,14.Haddonfield,"$1,062,450",$414,42
NJ,15.Ocean City,"$1,299,000",$755,92
NJ,16.Cape May,"$1,499,500",$666,88
NJ,17.Toms River,"$525,000",$298,59
NJ,18.Tenafly,"$1,550,000",$562,82
NJ,19.Marlton,"$415,000",$241,31
NJ,20.Metuchen,"$577,500",$401,66
NM,1.Albuquerque,"$375,000",$207,68
NM,2.Santa Fe,"$625,000",$354,100
NM,3.Las Cruces,"$339,000",$135,88
NM,4.Taos,"$635,000",—,178
NM,5.Rio Rancho,"$430,995",$215,75
NM,6.Los Alamos,"$750,000",$278,45
NM,7.Corrales,"$950,000",$300,102
NM,8.Ruidoso,"$427,250",—,127
NM,9.Silver City,"$237,450",—,147
NM,10.Los Lunas,"$382,995",$191,73
NM,11.Roswell,"$258,000",$48,76
NM,12.Tijeras,—,$171,128
NM,13.Alamogordo,"$239,900",—,65
NM,14.Farmington,"$378,280",—,62
NM,15.Los Ranchos de Albuquerque,"$1,725,000",$272,40
NM,16.Placitas,"$857,500",$267,88
NM,17.Angel Fire,"$1,995,000",—,122
NM,18.Edgewood,"$469,950",$198,86
NM,19.Clovis,"$225,000",—,91
NM,20.Las Vegas,"$275,000",—,83
NY,1.New York,"$949,000",$630,98
NY,2.Manhattan,"$1,650,000","$1,416",102
NY,3.Rochester,"$125,000",$98,45
NY,4.Buffalo,"$183,000",$120,63
NY,5.Yonkers,"$279,000",$341,68
NY,6.White Plains,"$399,000",$344,75
NY,7.Scarsdale,"$3,395,000",$600,134
NY,8.Albany,"$272,450",$153,63
NY,9.New Rochelle,"$459,000",$318,60
NY,10.Huntington,"$1,174,000",$427,61
NY,11.Commack,"$824,500",$422,38
NY,12.Massapequa,"$925,000",$408,49
NY,13.Smithtown,"$867,000",$334,61
NY,14.Syracuse,"$159,450",$112,80
NY,15.Garden City,"$1,525,000",$618,46
NY,16.Valley Stream,"$749,945",$502,57
NY,17.Great Neck,"$779,500",$613,81
NY,18.Dix Hills,"$1,499,000",$365,90
NY,19.Merrick,"$879,000",$453,55
NY,20.Plainview,"$1,249,500",$524,70
NC,1.Charlotte,"$419,900",$237,69
NC,2.Raleigh,"$475,000",$232,76
NC,3.Cary,"$591,408",$260,74
NC,4.Durham,"$420,000",$225,65
NC,5.Asheville,"$575,000",$321,102
NC,6.Apex,"$590,000",$240,63
NC,7.Greensboro,"$299,826",$169,60
NC,8.Chapel Hill,"$491,298",$272,73
NC,9.Wilmington,"$442,122",$250,83
NC,10.Winston-Salem,"$275,495",$170,62
NC,11.Wake Forest,"$450,000",$198,78
NC,12.Concord,"$398,878",$200,75
NC,13.Holly Springs,"$542,000",$230,48
NC,14.Morrisville,"$576,534",$234,56
NC,15.Huntersville,"$550,192",$224,66
NC,16.Fuquay-Varina,"$460,000",$216,68
NC,17.Mooresville,"$445,000",$198,72
NC,18.Fayetteville,"$256,000",$140,60
NC,19.Matthews,"$599,000",$221,74
NC,20.Garner,"$372,430",$198,75
ND,1.Fargo,"$409,900",$149,105
ND,2.Bismarck,"$404,950",$175,70
ND,3.Grand Forks,"$357,450",$184,83
ND,4.Minot,"$262,500",$118,75
ND,5.West Fargo,"$372,150",$170,93
ND,6.Williston,"$362,500",$193,66
ND,7.Dickinson,"$349,900",$219,72
ND,8.Jamestown,"$225,000",$89,76
ND,9.Mandan,"$335,400",$45,82
ND,10.Devils Lake,"$139,000",—,55
ND,11.Horace,"$349,900",$189,110
ND,12.Valley City,"$165,000",$107,59
ND,13.Watford City,"$425,000",—,97
ND,14.Surrey,"$415,000",$124,193
ND,15.New England,"$99,500",$151,96
ND,16.Killdeer,"$224,500",—,100
ND,17.Medora,—,—,—
ND,18.Wahpeton,"$296,025",$50,122
ND,19.Gardena,—,—,—
ND,20.Hazen,"$149,500",—,80
OH,1.Columbus,"$270,000",$183,57
OH,2.Cincinnati,"$270,000",$164,70
OH,3.Cleveland,"$129,900",$90,62
OH,4.Dayton,"$130,000",$103,62
OH,5.Dublin,"$654,900",$195,66
OH,6.Westerville,"$504,900",$205,40
OH,7.Akron,"$134,950",$100,60
OH,8.Toledo,"$115,000",$82,49
OH,9.Upper Arlington,"$680,000",$274,56
OH,10.Mason,"$482,000",$200,53
OH,11.New Albany,"$849,000",$228,70
OH,12.Shaker Heights,"$309,000",$115,80
OH,13.Lakewood,"$294,950",$190,53
OH,14.Powell,"$599,000",$201,61
OH,15.Beavercreek,"$310,000",$128,62
OH,16.West Chester,"$479,900",$172,50
OH,17.Kettering,"$230,000",$197,47
OH,18.Hilliard,"$399,900",$216,41
OH,19.Rocky River,"$399,000",$204,54
OH,20.Solon,"$444,950",$173,55
OK,1.Oklahoma City,"$311,000",$160,77
OK,2.Tulsa,"$269,500",$140,75
OK,3.Edmond,"$463,500",$186,88
OK,4.Norman,"$355,000",$152,89
OK,5.Broken Arrow,"$363,000",$152,69
OK,6.Yukon,"$279,000",$146,70
OK,7.Moore,"$290,000",$159,70
OK,8.Bixby,"$390,000",$167,84
OK,9.Mustang,"$289,900",$155,56
OK,10.Owasso,"$374,044",$152,89
OK,11.Choctaw,"$354,400",$171,90
OK,12.Jenks,"$475,000",$169,88
OK,13.Lawton,"$145,000",$110,86
OK,14.Guthrie,"$265,950",$134,82
OK,15.Broken Bow,"$235,500",—,139
OK,16.Stillwater,"$292,000",$154,60
OK,17.Blanchard,"$342,946",$150,100
OK,18.Midwest City,"$209,166",$136,60
OK,19.Claremore,"$315,000",$98,87
OK,20.Bartlesville,"$224,900",$102,59
OR,1.Portland,"$465,000",$307,104
OR,2.Bend,"$699,900",$386,91
OR,3.Beaverton,"$599,990",$296,78
OR,4.Eugene,"$540,000",$304,91
OR,5.Lake Oswego,"$1,164,000",$361,99
OR,6.Hillsboro,"$564,900",$294,82
OR,7.Salem,"$475,000",$254,83
OR,8.Oregon City,"$561,000",$264,56
OR,9.West Linn,"$719,450",$289,86
OR,10.Tigard,"$609,990",$286,96
OR,11.Happy Valley,"$799,450",$291,115
OR,12.Gresham,"$489,900",$267,82
OR,13.Sherwood,"$599,900",$310,98
OR,14.Tualatin,"$650,000",$283,74
OR,15.Milwaukie,"$559,900",$351,64
OR,16.Newberg,"$522,000",$290,79
OR,17.Corvallis,"$519,000",$303,66
OR,18.Wilsonville,"$556,700",$292,72
OR,19.Canby,"$619,900",$276,85
OR,20.Redmond,"$567,455",$296,99
PA,1.Philadelphia,"$274,900",$200,80
PA,2.Pittsburgh,"$263,000",$184,90
PA,3.West Chester,"$607,000",$277,52
PA,4.Lancaster,"$299,950",$154,47
PA,5.Media,"$585,000",$221,47
PA,6.Allentown,"$289,900",$167,46
PA,7.Bethlehem,"$299,450",$218,38
PA,8.York,"$192,250",$104,59
PA,9.Malvern,"$625,000",$309,59
PA,10.Doylestown,"$819,500",$336,74
PA,11.Phoenixville,"$586,195",$255,31
PA,12.Harrisburg,"$170,000",$104,53
PA,13.Ardmore,"$559,900",$316,50
PA,14.Downingtown,"$400,000",$241,39
PA,15.King of Prussia,"$699,990",$299,73
PA,16.Lansdale,"$429,000",$278,34
PA,17.Ambler,"$749,950",$262,26
PA,18.Collegeville,"$667,450",$223,69
PA,19.Easton,"$279,900",$190,52
PA,20.Radnor Township,"$2,125,000",$328,73
RI,1.Providence,"$532,450",$235,50
RI,2.Cumberland,"$565,000",$246,46
RI,3.Newport,"$1,275,000",$564,68
RI,4.Cranston,"$465,000",$260,54
RI,5.Warwick,"$423,000",$269,30
RI,6.Pawtucket,"$382,000",$260,40
RI,7.East Greenwich,"$979,900",$342,52
RI,8.Barrington,"$857,000",$312,56
RI,9.North Kingstown,"$650,000",$297,74
RI,10.Lincoln,"$675,000",$231,42
RI,11.Bristol,"$724,450",$334,56
RI,12.Narragansett,"$945,000",$512,102
RI,13.Smithfield,"$614,450",$294,53
RI,14.East Providence,"$442,000",$260,46
RI,15.Portsmouth,"$799,000",$389,65
RI,16.Westerly,"$599,900",$298,63
RI,17.Tiverton,"$599,450",$250,74
RI,18.North Providence,"$399,900",$243,42
RI,19.Coventry,"$474,900",$255,50
RI,20.South Kingstown,"$819,450",$327,69
SC,1.Charleston,"$665,000",$338,80
SC,2.Greenville,"$520,000",$308,69
SC,3.Myrtle Beach,"$279,900",$289,124
SC,4.Columbia,"$275,000",$149,62
SC,5.Mount Pleasant,"$950,000",$410,76
SC,6.Summerville,"$385,000",$192,77
SC,7.Fort Mill,"$556,500",$242,73
SC,8.Hilton Head Island,"$619,000",$434,88
SC,9.Greer,"$352,450",$168,84
SC,10.Rock Hill,"$325,000",$196,64
SC,11.Simpsonville,"$375,000",$162,74
SC,12.North Myrtle Beach,"$399,800",$284,112
SC,13.Bluffton,"$594,450",$256,78
SC,14.Conway,"$309,990",$187,96
SC,15.Spartanburg,"$270,000",$142,75
SC,16.Lexington,"$323,000",$159,52
SC,17.Beaufort,"$619,900",$241,96
SC,18.North Charleston,"$335,000",$196,69
SC,19.Easley,"$325,000",$159,60
SC,20.Murrells Inlet,"$474,575",$240,116
SD,1.Sioux Falls,"$359,900",$176,82
SD,2.Rapid City,"$374,900",$194,88
SD,3.Spearfish,"$520,000",$225,120
SD,4.Pierre,"$289,900",$130,143
SD,5.Deadwood,"$464,500",$192,123
SD,6.Brandon,"$430,000",$172,87
SD,7.Sturgis,"$400,000",$156,76
SD,8.Tea,"$353,800",$244,240
SD,9.Custer,"$357,375",$205,70
SD,10.Aberdeen,"$257,450",$102,80
SD,11.Brookings,"$179,900",—,53
SD,12.Yankton,"$334,800",$131,74
SD,13.Lead,"$255,000",$142,90
SD,14.Hot Springs,"$326,500",—,80
SD,15.Watertown,"$347,400",$111,109
SD,16.Harrisburg,"$379,800",$200,95
SD,17.Vermillion,"$259,500",$119,81
SD,18.Belle Fourche,"$349,900",$208,76
SD,19.Hill City,"$474,950",$247,108
SD,20.Mitchell,"$329,000",$129,92
TN,1.Nashville,"$539,900",$259,83
TN,2.Franklin,"$885,000",$319,72
TN,3.Knoxville,"$336,400",$222,61
TN,4.Memphis,"$200,000",$124,82
TN,5.Chattanooga,"$375,000",$199,82
TN,6.Murfreesboro,"$459,900",$217,72
TN,7.Brentwood,"$1,499,950",$365,85
TN,8.Clarksville,"$322,999",$180,83
TN,9.Mount Juliet,"$549,250",$234,78
TN,10.Hendersonville,"$527,495",$227,77
TN,11.Lebanon,"$427,000",$202,68
TN,12.Maryville,"$459,900",$227,71
TN,13.Spring Hill,"$524,900",$239,77
TN,14.Germantown,"$532,450",$175,82
TN,15.Collierville,"$579,000",$198,90
TN,16.Gallatin,"$415,405",$201,76
TN,17.Nolensville,"$909,900",$290,83
TN,18.Johnson City,"$345,000",$193,68
TN,19.Smyrna,"$469,900",$210,75
TN,20.Columbia,"$399,450",$206,94
TX,1.Austin,"$560,000",$301,102
TX,2.Dallas,"$388,250",$242,81
TX,3.Houston,"$345,000",$181,82
TX,4.San Antonio,"$275,000",$156,91
TX,5.Frisco,"$725,000",$254,77
TX,6.Plano,"$528,500",$223,72
TX,7.Fort Worth,"$348,250",$174,74
TX,8.McKinney,"$549,000",$213,73
TX,9.Katy,"$374,865",$168,65
TX,10.Prosper,"$929,000",$252,95
TX,11.Round Rock,"$424,994",$210,82
TX,12.Arlington,"$349,000",$180,73
TX,13.Allen,"$533,830",$224,74
TX,14.Irving,"$416,000",$200,71
TX,15.Flower Mound,"$697,500",$234,68
TX,16.Leander,"$489,990",$200,100
TX,17.The Woodlands,"$535,000",$214,64
TX,18.Carrollton,"$430,000",$218,65
TX,19.Georgetown,"$459,200",$213,89
TX,20.Coppell,"$622,450",$261,74
UT,1.Salt Lake City,"$568,000",$323,72
UT,2.Park City,"$3,900,000","$1,192",89
UT,3.St. George,"$605,450",$273,90
UT,4.Provo,"$519,950",$239,70
UT,5.Sandy,"$715,000",$260,67
UT,6.Lehi,"$679,900",$206,81
UT,7.Draper,"$872,450",$244,74
UT,8.South Jordan,"$609,900",$226,76
UT,9.Ogden,"$389,900",$224,68
UT,10.Orem,"$522,450",$208,69
UT,11.West Jordan,"$537,000",$232,57
UT,12.Cedar City,"$425,000",$195,86
UT,13.Bountiful,"$549,900",$218,62
UT,14.Saratoga Springs,"$649,000",$219,71
UT,15.Heber,"$974,950",$248,99
UT,16.Layton,"$529,950",$232,74
UT,17.Cottonwood Heights,"$829,950",$310,77
UT,18.Highland,"$825,000",$230,85
UT,19.Herriman,"$639,900",$202,73
UT,20.Riverton,"$689,000",$244,66
VT,1.Burlington,"$560,000",$302,70
VT,2.Stowe,"$1,995,000",—,144
VT,3.Woodstock,"$625,000",$360,147
VT,4.Montpelier,"$424,000",$270,84
VT,5.Brattleboro,"$332,450",$222,96
VT,6.South Burlington,"$692,450",$312,50
VT,7.Shelburne,"$769,000",$304,58
VT,8.Ludlow,"$630,000",—,151
VT,9.Manchester,"$848,220",$240,109
VT,10.Rutland,"$309,000",$187,74
VT,11.Waterbury,"$375,000",$236,125
VT,12.Wilmington,"$824,000",—,25
VT,13.Bennington,"$254,500",$146,100
VT,14.Middlebury,"$536,000",$282,201
VT,15.Norwich,"$1,250,000",$510,169
VT,16.Barre,"$249,000",$164,66
VT,17.Waitsfield,"$650,000",—,124
VT,18.St. Albans,"$354,450",$202,71
VT,19.Essex Junction,"$502,000",$259,72
VT,20.Quechee,"$462,000",$234,134
VA,1.Alexandria,"$472,000",$405,56
VA,2.Arlington,"$765,000",$498,59
VA,3.Virginia Beach,"$415,000",$229,43
VA,4.Fairfax,"$707,500",$338,47
VA,5.Ashburn,"$649,250",$301,53
VA,6.Richmond,"$389,900",$238,60
VA,7.McLean,"$2,995,000",$434,110
VA,8.Woodbridge,"$475,000",$254,45
VA,9.Reston,"$549,990",$351,42
VA,10.Falls Church,"$782,500",$535,85
VA,11.Chesapeake,"$420,000",$216,49
VA,12.Vienna,"$2,200,000",$388,76
VA,13.Manassas,"$459,000",$261,33
VA,14.Leesburg,"$650,000",$295,53
VA,15.Chantilly,"$779,995",$337,68
VA,16.Springfield,"$674,990",$354,49
VA,17.Fredericksburg,"$622,500",$222,66
VA,18.Centreville,"$615,000",$306,39
VA,19.Herndon,"$565,000",$334,16
VA,20.Sterling,"$577,450",$288,20
WA,1.Seattle,"$750,000",$549,78
WA,2.Bellevue,"$1,118,000",$724,76
WA,3.Kirkland,"$1,399,999",$764,55
WA,4.Bothell,"$1,111,573",$540,60
WA,5.Tacoma,"$499,995",$314,63
WA,6.Redmond,"$1,150,000",$719,64
WA,7.Renton,"$670,000",$420,62
WA,8.Puyallup,"$559,999",$302,50
WA,9.Vancouver,"$507,450",$292,67
WA,10.Issaquah,"$549,000",$495,81
WA,11.Lynnwood,"$532,475",$442,56
WA,12.Sammamish,"$1,285,000",$614,78
WA,13.Everett,"$654,975",$378,61
WA,14.Kent,"$738,000",$342,68
WA,15.Auburn,"$729,975",$309,66
WA,16.Gig Harbor,"$1,017,000",$359,76
WA,17.Olympia,"$599,000",$285,56
WA,18.Edmonds,"$698,000",$506,55
WA,19.Bellingham,"$599,000",$399,61
WA,20.Snohomish,"$735,000",$384,71
WV,1.Martinsburg,"$304,990",$162,63
WV,2.Harpers Ferry,"$412,500",$208,96
WV,3.Charles Town,"$388,472",$138,60
WV,4.Hedgesville,"$254,900",$174,80
WV,5.Inwood,"$307,400",$146,62
WV,6.Falling Waters,"$291,900",$141,109
WV,7.Shepherdstown,"$624,450",$183,98
WV,8.Ranson,"$353,615",$190,47
WV,9.Morgantown,"$299,000",$140,104
WV,10.Charleston,"$189,450",$87,78
WV,11.Bath (Berkeley Springs),"$270,950",—,274
WV,12.Wheeling,"$162,450",$88,90
WV,13.Capon Bridge,—,$206,1
WV,14.Huntington,"$126,450",$100,90
WV,15.Romney,"$197,450",$153,71
WV,16.Great Cacapon,"$199,450",$296,158
WV,17.Paw Paw,"$34,900",—,117
WV,18.Davis,"$260,000",$130,108
WV,19.Wardensville,"$254,750",—,46
WV,20.Keyser,"$160,000",$20,56
WI,1.Madison,"$423,900",$236,68
WI,2.Milwaukee,"$200,000",$146,56
WI,3.Lake Geneva,"$529,500",$236,102
WI,4.Wauwatosa,"$376,900",$200,42
WI,5.Brookfield,"$750,000",$218,60
WI,6.Kenosha,"$259,900",$168,49
WI,7.Green Bay,"$354,500",$156,61
WI,8.Appleton,"$329,000",$170,49
WI,9.Whitefish Bay,"$525,000",$308,39
WI,10.New Berlin,"$414,900",$210,46
WI,11.Pewaukee,"$589,900",$244,62
WI,12.Mequon,"$624,900",$226,63
WI,13.Pleasant Prairie,"$338,450",$202,68
WI,14.Menomonee Falls,"$549,900",$235,80
WI,15.Waukesha,"$375,000",$198,59
WI,16.Racine,"$199,450",$132,48
WI,17.Middleton,"$497,450",$218,86
WI,18.Franklin,"$419,900",$216,48
WI,19.Oconomowoc,"$599,900",$250,55
WI,20.Sun Prairie,"$443,400",$196,70
WY,1.Cheyenne,"$366,950",$52,57
WY,2.Jackson,"$2,997,500",—,132
WY,3.Casper,"$325,000",$150,50
WY,4.Cody,"$529,000",—,122
WY,5.Laramie,"$405,000",$164,55
WY,6.Sheridan,"$444,000",$156,126
WY,7.Gillette,"$317,400",—,63
WY,8.Lander,"$495,000",$296,97
WY,9.Evanston,"$410,000",$157,89
WY,10.Rock Springs,"$245,000",$159,57
WY,11.Buffalo,"$484,750",$202,100
WY,12.Pinedale,"$540,000",—,160
WY,13.Alpine,"$829,000",—,125
WY,14.Powell,"$389,500",—,100
WY,15.Wilson,"$12,300,000",—,209
WY,16.Star Valley Ranch,"$612,000",—,170
WY,17.Dubois,"$535,000",—,108
WY,18.Green River,"$347,000",$122,62
WY,19.Afton,"$699,750",—,165
WY,20.Riverton,"$254,000",$138,82
